_id,MonthYear,Station,Station_Type,Entry_Exit,Trip
534,2022-09,Albion Park Station,Train,Exit,3930
535,2022-10,Albion Park Station,Train,Entry,4730
536,2022-10,Albion Park Station,Train,Exit,4210
537,2022-11,Albion Park Station,Train,Entry,5650
538,2022-11,Albion Park Station,Train,Exit,5140
539,2022-12,Albion Park Station,Train,Entry,4830
540,2022-12,Albion Park Station,Train,Exit,4050
541,2023-01,Albion Park Station,Train,Entry,4970
542,2023-01,Albion Park Station,Train,Exit,4410
543,2023-02,Albion Park Station,Train,Entry,5140
544,2023-02,Albion Park Station,Train,Exit,4440
545,2023-03,Albion Park Station,Train,Entry,5740
546,2023-03,Albion Park Station,Train,Exit,5060
547,2023-04,Albion Park Station,Train,Entry,4970
548,2023-04,Albion Park Station,Train,Exit,4390
549,2023-05,Albion Park Station,Train,Entry,5870
550,2023-05,Albion Park Station,Train,Exit,5050
551,2023-06,Albion Park Station,Train,Entry,5800
552,2023-06,Albion Park Station,Train,Exit,5380
553,2023-07,Albion Park Station,Train,Entry,5780
554,2023-07,Albion Park Station,Train,Exit,5000
555,2023-08,Albion Park Station,Train,Entry,6440
556,2023-08,Albion Park Station,Train,Exit,5610
557,2023-09,Albion Park Station,Train,Entry,6090
558,2023-09,Albion Park Station,Train,Exit,5310
559,2023-10,Albion Park Station,Train,Entry,6610
560,2023-10,Albion Park Station,Train,Exit,5780
561,2023-11,Albion Park Station,Train,Entry,6670
562,2023-11,Albion Park Station,Train,Exit,6020
563,2023-12,Albion Park Station,Train,Entry,5600
564,2023-12,Albion Park Station,Train,Exit,4900
565,2024-01,Albion Park Station,Train,Entry,6130
566,2024-01,Albion Park Station,Train,Exit,5440
567,2024-02,Albion Park Station,Train,Entry,6470
568,2024-02,Albion Park Station,Train,Exit,5680
569,2024-03,Albion Park Station,Train,Entry,8570
570,2024-03,Albion Park Station,Train,Exit,7970
571,2024-04,Albion Park Station,Train,Entry,5350
572,2024-04,Albion Park Station,Train,Exit,4650
573,2024-05,Albion Park Station,Train,Entry,7010
574,2024-05,Albion Park Station,Train,Exit,6080
575,2024-06,Albion Park Station,Train,Entry,5540
576,2024-06,Albion Park Station,Train,Exit,4900
577,2016-07,Allawah Station,Train,Entry,61510
578,2016-07,Allawah Station,Train,Exit,54840
579,2016-08,Allawah Station,Train,Entry,74430
580,2016-08,Allawah Station,Train,Exit,66680
581,2016-09,Allawah Station,Train,Entry,69360
582,2016-09,Allawah Station,Train,Exit,62180
583,2016-10,Allawah Station,Train,Entry,65080
584,2016-10,Allawah Station,Train,Exit,57920
585,2016-11,Allawah Station,Train,Entry,70420
586,2016-11,Allawah Station,Train,Exit,62610
587,2016-12,Allawah Station,Train,Entry,63630
588,2016-12,Allawah Station,Train,Exit,55540
589,2017-01,Allawah Station,Train,Entry,57370
590,2017-01,Allawah Station,Train,Exit,52010
591,2017-02,Allawah Station,Train,Entry,64860
592,2017-02,Allawah Station,Train,Exit,57850
593,2017-03,Allawah Station,Train,Entry,79900
594,2017-03,Allawah Station,Train,Exit,70480
595,2017-04,Allawah Station,Train,Entry,65380
596,2017-04,Allawah Station,Train,Exit,58010
597,2017-05,Allawah Station,Train,Entry,82120
598,2017-05,Allawah Station,Train,Exit,72630
599,2017-06,Allawah Station,Train,Entry,67510
600,2017-06,Allawah Station,Train,Exit,60270
601,2017-07,Allawah Station,Train,Entry,73170
602,2017-07,Allawah Station,Train,Exit,65390
603,2017-08,Allawah Station,Train,Entry,83000
604,2017-08,Allawah Station,Train,Exit,72800
605,2017-09,Allawah Station,Train,Entry,76860
606,2017-09,Allawah Station,Train,Exit,67210
607,2017-10,Allawah Station,Train,Entry,77870
608,2017-10,Allawah Station,Train,Exit,68470
609,2017-11,Allawah Station,Train,Entry,76310
610,2017-11,Allawah Station,Train,Exit,67440
611,2017-12,Allawah Station,Train,Entry,68940
612,2017-12,Allawah Station,Train,Exit,59650
613,2018-01,Allawah Station,Train,Entry,66690
614,2018-01,Allawah Station,Train,Exit,59520
615,2018-02,Allawah Station,Train,Entry,70810
616,2018-02,Allawah Station,Train,Exit,62750
617,2018-03,Allawah Station,Train,Entry,79470
618,2018-03,Allawah Station,Train,Exit,69920
619,2018-04,Allawah Station,Train,Entry,74170
620,2018-04,Allawah Station,Train,Exit,65510
621,2018-05,Allawah Station,Train,Entry,87510
622,2018-05,Allawah Station,Train,Exit,77160
623,2018-06,Allawah Station,Train,Entry,75710
624,2018-06,Allawah Station,Train,Exit,67100
625,2018-07,Allawah Station,Train,Entry,79160
626,2018-07,Allawah Station,Train,Exit,70710
627,2018-08,Allawah Station,Train,Entry,89890
628,2018-08,Allawah Station,Train,Exit,79660
629,2018-09,Allawah Station,Train,Entry,81860
630,2018-09,Allawah Station,Train,Exit,71910
631,2018-10,Allawah Station,Train,Entry,83140
632,2018-10,Allawah Station,Train,Exit,73810
633,2018-11,Allawah Station,Train,Entry,83950
634,2018-11,Allawah Station,Train,Exit,72910
635,2018-12,Allawah Station,Train,Entry,69960
636,2018-12,Allawah Station,Train,Exit,60640
637,2019-01,Allawah Station,Train,Entry,72450
638,2019-01,Allawah Station,Train,Exit,65070
639,2019-02,Allawah Station,Train,Entry,77770
640,2019-02,Allawah Station,Train,Exit,67560
641,2019-03,Allawah Station,Train,Entry,84370
642,2019-03,Allawah Station,Train,Exit,73950
643,2019-04,Allawah Station,Train,Entry,78400
644,2019-04,Allawah Station,Train,Exit,67760
645,2019-05,Allawah Station,Train,Entry,91160
646,2019-05,Allawah Station,Train,Exit,79110
647,2019-06,Allawah Station,Train,Entry,75890
648,2019-06,Allawah Station,Train,Exit,66650
649,2019-07,Allawah Station,Train,Entry,83340
650,2019-07,Allawah Station,Train,Exit,73470
651,2019-08,Allawah Station,Train,Entry,84060
652,2019-08,Allawah Station,Train,Exit,72840
653,2019-09,Allawah Station,Train,Entry,83230
654,2019-09,Allawah Station,Train,Exit,72560
655,2019-10,Allawah Station,Train,Entry,84810
656,2019-10,Allawah Station,Train,Exit,74650
657,2019-11,Allawah Station,Train,Entry,84330
658,2019-11,Allawah Station,Train,Exit,73330
659,2019-12,Allawah Station,Train,Entry,68450
660,2019-12,Allawah Station,Train,Exit,59790
661,2020-01,Allawah Station,Train,Entry,71760
662,2020-01,Allawah Station,Train,Exit,64980
663,2020-02,Allawah Station,Train,Entry,76290
664,2020-02,Allawah Station,Train,Exit,67150
665,2020-03,Allawah Station,Train,Entry,60860
666,2020-03,Allawah Station,Train,Exit,53960
667,2020-04,Allawah Station,Train,Entry,22610
668,2020-04,Allawah Station,Train,Exit,20640
669,2020-05,Allawah Station,Train,Entry,31680
670,2020-05,Allawah Station,Train,Exit,28560
671,2020-06,Allawah Station,Train,Entry,41320
672,2020-06,Allawah Station,Train,Exit,36930
673,2020-07,Allawah Station,Train,Entry,46970
674,2020-07,Allawah Station,Train,Exit,41820
675,2020-08,Allawah Station,Train,Entry,44050
676,2020-08,Allawah Station,Train,Exit,38890
677,2020-09,Allawah Station,Train,Entry,47250
678,2020-09,Allawah Station,Train,Exit,41840
679,2020-10,Allawah Station,Train,Entry,48920
680,2020-10,Allawah Station,Train,Exit,43120
681,2020-11,Allawah Station,Train,Entry,49640
682,2020-11,Allawah Station,Train,Exit,44120
683,2020-12,Allawah Station,Train,Entry,40950
684,2020-12,Allawah Station,Train,Exit,36390
685,2021-01,Allawah Station,Train,Entry,39250
686,2021-01,Allawah Station,Train,Exit,35400
687,2021-02,Allawah Station,Train,Entry,45650
688,2021-02,Allawah Station,Train,Exit,40420
689,2021-03,Allawah Station,Train,Entry,53070
690,2021-03,Allawah Station,Train,Exit,47400
691,2021-04,Allawah Station,Train,Entry,48730
692,2021-04,Allawah Station,Train,Exit,43460
693,2021-05,Allawah Station,Train,Entry,51930
694,2021-05,Allawah Station,Train,Exit,46000
695,2021-06,Allawah Station,Train,Entry,42900
696,2021-06,Allawah Station,Train,Exit,38440
697,2021-07,Allawah Station,Train,Entry,18050
698,2021-07,Allawah Station,Train,Exit,16270
699,2021-08,Allawah Station,Train,Entry,14520
700,2021-08,Allawah Station,Train,Exit,13210
701,2021-09,Allawah Station,Train,Entry,13760
702,2021-09,Allawah Station,Train,Exit,12180
703,2021-10,Allawah Station,Train,Entry,25730
704,2021-10,Allawah Station,Train,Exit,23120
705,2021-11,Allawah Station,Train,Entry,35650
706,2021-11,Allawah Station,Train,Exit,31180
707,2021-12,Allawah Station,Train,Entry,33550
708,2021-12,Allawah Station,Train,Exit,28990
709,2022-01,Allawah Station,Train,Entry,24430
710,2022-01,Allawah Station,Train,Exit,21160
711,2022-02,Allawah Station,Train,Entry,27580
712,2022-02,Allawah Station,Train,Exit,22780
713,2022-03,Allawah Station,Train,Entry,38100
714,2022-03,Allawah Station,Train,Exit,34360
715,2022-04,Allawah Station,Train,Entry,38640
716,2022-04,Allawah Station,Train,Exit,34350
717,2022-05,Allawah Station,Train,Entry,44520
718,2022-05,Allawah Station,Train,Exit,39720
719,2022-06,Allawah Station,Train,Entry,45300
720,2022-06,Allawah Station,Train,Exit,40690
721,2022-07,Allawah Station,Train,Entry,41610
722,2022-07,Allawah Station,Train,Exit,35980
723,2022-08,Allawah Station,Train,Entry,46090
724,2022-08,Allawah Station,Train,Exit,37980
725,2022-09,Allawah Station,Train,Entry,45480
726,2022-09,Allawah Station,Train,Exit,38420
727,2022-10,Allawah Station,Train,Entry,48210
728,2022-10,Allawah Station,Train,Exit,42100
729,2022-11,Allawah Station,Train,Entry,39640
730,2022-11,Allawah Station,Train,Exit,34980
731,2022-12,Allawah Station,Train,Entry,47800
732,2022-12,Allawah Station,Train,Exit,41390
733,2023-01,Allawah Station,Train,Entry,43910
734,2023-01,Allawah Station,Train,Exit,39140
735,2023-02,Allawah Station,Train,Entry,52550
736,2023-02,Allawah Station,Train,Exit,46500
737,2023-03,Allawah Station,Train,Entry,60070
738,2023-03,Allawah Station,Train,Exit,52230
739,2023-04,Allawah Station,Train,Entry,50110
740,2023-04,Allawah Station,Train,Exit,44280
741,2023-05,Allawah Station,Train,Entry,56590
742,2023-05,Allawah Station,Train,Exit,50930
743,2023-06,Allawah Station,Train,Entry,58210
744,2023-06,Allawah Station,Train,Exit,52420
745,2023-07,Allawah Station,Train,Entry,54790
746,2023-07,Allawah Station,Train,Exit,49480
747,2023-08,Allawah Station,Train,Entry,64640
748,2023-08,Allawah Station,Train,Exit,58530
749,2023-09,Allawah Station,Train,Entry,61410
750,2023-09,Allawah Station,Train,Exit,55130
751,2023-10,Allawah Station,Train,Entry,59990
752,2023-10,Allawah Station,Train,Exit,53740
753,2023-11,Allawah Station,Train,Entry,63210
754,2023-11,Allawah Station,Train,Exit,56240
755,2023-12,Allawah Station,Train,Entry,57370
756,2023-12,Allawah Station,Train,Exit,50270
757,2024-01,Allawah Station,Train,Entry,55870
758,2024-01,Allawah Station,Train,Exit,50000
759,2024-02,Allawah Station,Train,Entry,60160
760,2024-02,Allawah Station,Train,Exit,53620
761,2024-03,Allawah Station,Train,Entry,67600
762,2024-03,Allawah Station,Train,Exit,59420
763,2024-04,Allawah Station,Train,Entry,60400
764,2024-04,Allawah Station,Train,Exit,53870
765,2024-05,Allawah Station,Train,Entry,67880
766,2024-05,Allawah Station,Train,Exit,59690
767,2024-06,Allawah Station,Train,Entry,58470
768,2024-06,Allawah Station,Train,Exit,51580
769,2016-07,Arncliffe Station,Train,Entry,52950
770,2016-07,Arncliffe Station,Train,Exit,47040
771,2016-08,Arncliffe Station,Train,Entry,62060
772,2016-08,Arncliffe Station,Train,Exit,55850
773,2016-09,Arncliffe Station,Train,Entry,58920
774,2016-09,Arncliffe Station,Train,Exit,52360
775,2016-10,Arncliffe Station,Train,Entry,56310
776,2016-10,Arncliffe Station,Train,Exit,50140
777,2016-11,Arncliffe Station,Train,Entry,62360
778,2016-11,Arncliffe Station,Train,Exit,55660
779,2016-12,Arncliffe Station,Train,Entry,56330
780,2016-12,Arncliffe Station,Train,Exit,49010
781,2017-01,Arncliffe Station,Train,Entry,50840
782,2017-01,Arncliffe Station,Train,Exit,46080
783,2017-02,Arncliffe Station,Train,Entry,56580
784,2017-02,Arncliffe Station,Train,Exit,50940
785,2017-03,Arncliffe Station,Train,Entry,70050
786,2017-03,Arncliffe Station,Train,Exit,62880
787,2017-04,Arncliffe Station,Train,Entry,58620
788,2017-04,Arncliffe Station,Train,Exit,52550
789,2017-05,Arncliffe Station,Train,Entry,70060
790,2017-05,Arncliffe Station,Train,Exit,63860
791,2017-06,Arncliffe Station,Train,Entry,62320
792,2017-06,Arncliffe Station,Train,Exit,55440
793,2017-07,Arncliffe Station,Train,Entry,66660
794,2017-07,Arncliffe Station,Train,Exit,59700
795,2017-08,Arncliffe Station,Train,Entry,69990
796,2017-08,Arncliffe Station,Train,Exit,63300
797,2017-09,Arncliffe Station,Train,Entry,66100
798,2017-09,Arncliffe Station,Train,Exit,59560
799,2017-10,Arncliffe Station,Train,Entry,69100
800,2017-10,Arncliffe Station,Train,Exit,62600
801,2017-11,Arncliffe Station,Train,Entry,66310
802,2017-11,Arncliffe Station,Train,Exit,60230
803,2017-12,Arncliffe Station,Train,Entry,59030
804,2017-12,Arncliffe Station,Train,Exit,52000
805,2018-01,Arncliffe Station,Train,Entry,58010
806,2018-01,Arncliffe Station,Train,Exit,52220
807,2018-02,Arncliffe Station,Train,Entry,61960
808,2018-02,Arncliffe Station,Train,Exit,55650
809,2018-03,Arncliffe Station,Train,Entry,71790
810,2018-03,Arncliffe Station,Train,Exit,64000
811,2018-04,Arncliffe Station,Train,Entry,70090
812,2018-04,Arncliffe Station,Train,Exit,62450
813,2018-05,Arncliffe Station,Train,Entry,78130
814,2018-05,Arncliffe Station,Train,Exit,70320
815,2018-06,Arncliffe Station,Train,Entry,68900
816,2018-06,Arncliffe Station,Train,Exit,62220
817,2018-07,Arncliffe Station,Train,Entry,71250
818,2018-07,Arncliffe Station,Train,Exit,64440
819,2018-08,Arncliffe Station,Train,Entry,77790
820,2018-08,Arncliffe Station,Train,Exit,70620
821,2018-09,Arncliffe Station,Train,Entry,73640
822,2018-09,Arncliffe Station,Train,Exit,65270
823,2018-10,Arncliffe Station,Train,Entry,74460
824,2018-10,Arncliffe Station,Train,Exit,66990
825,2018-11,Arncliffe Station,Train,Entry,75430
826,2018-11,Arncliffe Station,Train,Exit,67120
827,2018-12,Arncliffe Station,Train,Entry,61820
828,2018-12,Arncliffe Station,Train,Exit,54270
829,2019-01,Arncliffe Station,Train,Entry,65060
830,2019-01,Arncliffe Station,Train,Exit,58930
831,2019-02,Arncliffe Station,Train,Entry,69410
832,2019-02,Arncliffe Station,Train,Exit,61700
833,2019-03,Arncliffe Station,Train,Entry,75650
834,2019-03,Arncliffe Station,Train,Exit,67350
835,2019-04,Arncliffe Station,Train,Entry,69840
836,2019-04,Arncliffe Station,Train,Exit,61590
837,2019-05,Arncliffe Station,Train,Entry,80990
838,2019-05,Arncliffe Station,Train,Exit,71780
839,2019-06,Arncliffe Station,Train,Entry,65930
840,2019-06,Arncliffe Station,Train,Exit,59170
841,2019-07,Arncliffe Station,Train,Entry,72710
842,2019-07,Arncliffe Station,Train,Exit,65160
843,2019-08,Arncliffe Station,Train,Entry,71040
844,2019-08,Arncliffe Station,Train,Exit,63230
845,2019-09,Arncliffe Station,Train,Entry,70110
846,2019-09,Arncliffe Station,Train,Exit,62730
847,2019-10,Arncliffe Station,Train,Entry,73430
848,2019-10,Arncliffe Station,Train,Exit,66230
849,2019-11,Arncliffe Station,Train,Entry,71970
850,2019-11,Arncliffe Station,Train,Exit,64140
851,2019-12,Arncliffe Station,Train,Entry,57750
852,2019-12,Arncliffe Station,Train,Exit,50840
853,2020-01,Arncliffe Station,Train,Entry,60880
854,2020-01,Arncliffe Station,Train,Exit,54830
855,2020-02,Arncliffe Station,Train,Entry,64010
856,2020-02,Arncliffe Station,Train,Exit,56760
857,2020-03,Arncliffe Station,Train,Entry,50300
858,2020-03,Arncliffe Station,Train,Exit,45510
859,2020-04,Arncliffe Station,Train,Entry,17970
860,2020-04,Arncliffe Station,Train,Exit,17190
861,2020-05,Arncliffe Station,Train,Entry,24950
862,2020-05,Arncliffe Station,Train,Exit,23280
863,2020-06,Arncliffe Station,Train,Entry,31200
864,2020-06,Arncliffe Station,Train,Exit,28720
865,2020-07,Arncliffe Station,Train,Entry,36790
866,2020-07,Arncliffe Station,Train,Exit,33630
867,2020-08,Arncliffe Station,Train,Entry,33110
868,2020-08,Arncliffe Station,Train,Exit,30360
869,2020-09,Arncliffe Station,Train,Entry,35370
870,2020-09,Arncliffe Station,Train,Exit,32450
871,2020-10,Arncliffe Station,Train,Entry,36810
872,2020-10,Arncliffe Station,Train,Exit,32870
873,2020-11,Arncliffe Station,Train,Entry,38120
874,2020-11,Arncliffe Station,Train,Exit,34270
875,2020-12,Arncliffe Station,Train,Entry,32340
876,2020-12,Arncliffe Station,Train,Exit,28930
877,2021-01,Arncliffe Station,Train,Entry,31210
878,2021-01,Arncliffe Station,Train,Exit,28200
879,2021-02,Arncliffe Station,Train,Entry,36100
880,2021-02,Arncliffe Station,Train,Exit,32700
881,2021-03,Arncliffe Station,Train,Entry,41970
882,2021-03,Arncliffe Station,Train,Exit,37310
883,2021-04,Arncliffe Station,Train,Entry,40500
884,2021-04,Arncliffe Station,Train,Exit,35990
885,2021-05,Arncliffe Station,Train,Entry,43290
886,2021-05,Arncliffe Station,Train,Exit,38960
887,2021-06,Arncliffe Station,Train,Entry,35640
888,2021-06,Arncliffe Station,Train,Exit,32070
889,2021-07,Arncliffe Station,Train,Entry,13490
890,2021-07,Arncliffe Station,Train,Exit,12540
891,2021-08,Arncliffe Station,Train,Entry,11640
892,2021-08,Arncliffe Station,Train,Exit,10760
893,2021-09,Arncliffe Station,Train,Entry,11520
894,2021-09,Arncliffe Station,Train,Exit,10340
895,2021-10,Arncliffe Station,Train,Entry,21820
896,2021-10,Arncliffe Station,Train,Exit,19180
897,2021-11,Arncliffe Station,Train,Entry,30320
898,2021-11,Arncliffe Station,Train,Exit,27040
899,2021-12,Arncliffe Station,Train,Entry,28700
900,2021-12,Arncliffe Station,Train,Exit,24830
901,2022-01,Arncliffe Station,Train,Entry,20190
902,2022-01,Arncliffe Station,Train,Exit,17870
903,2022-02,Arncliffe Station,Train,Entry,22470
904,2022-02,Arncliffe Station,Train,Exit,19810
905,2022-03,Arncliffe Station,Train,Entry,32030
906,2022-03,Arncliffe Station,Train,Exit,28170
907,2022-04,Arncliffe Station,Train,Entry,31430
908,2022-04,Arncliffe Station,Train,Exit,28220
909,2022-05,Arncliffe Station,Train,Entry,37360
910,2022-05,Arncliffe Station,Train,Exit,33390
911,2022-06,Arncliffe Station,Train,Entry,38110
912,2022-06,Arncliffe Station,Train,Exit,33250
913,2022-07,Arncliffe Station,Train,Entry,34130
914,2022-07,Arncliffe Station,Train,Exit,29360
915,2022-08,Arncliffe Station,Train,Entry,37850
916,2022-08,Arncliffe Station,Train,Exit,30420
917,2022-09,Arncliffe Station,Train,Entry,37690
918,2022-09,Arncliffe Station,Train,Exit,31560
919,2022-10,Arncliffe Station,Train,Entry,41700
920,2022-10,Arncliffe Station,Train,Exit,35920
921,2022-11,Arncliffe Station,Train,Entry,35100
922,2022-11,Arncliffe Station,Train,Exit,31300
923,2022-12,Arncliffe Station,Train,Entry,43550
924,2022-12,Arncliffe Station,Train,Exit,37720
925,2023-01,Arncliffe Station,Train,Entry,39760
926,2023-01,Arncliffe Station,Train,Exit,36130
927,2023-02,Arncliffe Station,Train,Entry,48380
928,2023-02,Arncliffe Station,Train,Exit,43760
929,2023-03,Arncliffe Station,Train,Entry,54110
930,2023-03,Arncliffe Station,Train,Exit,48390
931,2023-04,Arncliffe Station,Train,Entry,45400
932,2023-04,Arncliffe Station,Train,Exit,40360
933,2023-05,Arncliffe Station,Train,Entry,52550
934,2023-05,Arncliffe Station,Train,Exit,47870
935,2023-06,Arncliffe Station,Train,Entry,53460
936,2023-06,Arncliffe Station,Train,Exit,48220
937,2023-07,Arncliffe Station,Train,Entry,50700
938,2023-07,Arncliffe Station,Train,Exit,45570
939,2023-08,Arncliffe Station,Train,Entry,61030
940,2023-08,Arncliffe Station,Train,Exit,55290
941,2023-09,Arncliffe Station,Train,Entry,58450
942,2023-09,Arncliffe Station,Train,Exit,52590
943,2023-10,Arncliffe Station,Train,Entry,57220
944,2023-10,Arncliffe Station,Train,Exit,51580
945,2023-11,Arncliffe Station,Train,Entry,60130
946,2023-11,Arncliffe Station,Train,Exit,54260
